,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,E05,VIC,,Unkn-13,3.1_A,2383.04025875314,,Unknown,Unassigned,False
,E06,VIC,,Unkn-13,3.1_A,2449.68063223456,,Unknown,Unassigned,False
,E07,VIC,,Unkn-21,13.2_C,2321.79417626254,,Unknown,Unassigned,False
,E08,VIC,,Unkn-21,13.2_C,2239.34593571885,,Unknown,Unassigned,False
,E09,VIC,,Unkn-29,11.3_B,2088.63087504174,,Unknown,Unassigned,False
,E10,VIC,,Unkn-29,11.3_B,2181.95173815013,,Unknown,Unassigned,False
,E11,VIC,,Unkn-37,15.3_B,2402.98632182928,,Unknown,Unassigned,False
,E12,VIC,,Unkn-37,15.3_B,2031.64193967975,,Unknown,Unassigned,False
,F01,VIC,,Std-06,STD6,1795.59215234319,,Standard,Unassigned,False
,F02,VIC,,Std-06,STD6,1568.05365229075,,Standard,Unassigned,False
,F03,VIC,,Unkn-06,5.3_D,2175.9271278468,,Unknown,Unassigned,False
,F04,VIC,,Unkn-06,5.3_D,2229.9517745688,,Unknown,Unassigned,False
,F05,VIC,,Unkn-14,6.4_C,2462.19916288257,,Unknown,Unassigned,False
,F06,VIC,,Unkn-14,6.4_C,2540.76997049534,,Unknown,Unassigned,False
,F07,VIC,,Unkn-22,15.4_A,2227.33282462428,,Unknown,Unassigned,False
,F08,VIC,,Unkn-22,15.4_A,2281.02643048648,,Unknown,Unassigned,False
,F09,VIC,,Unkn-30,17.5_B,2664.61766071586,,Unknown,Unassigned,False
,F10,VIC,,Unkn-30,17.5_B,2616.17164105533,,Unknown,Unassigned,False
,F11,VIC,,Unkn-38,5.4_B,2330.92313046593,,Unknown,Unassigned,False
,F12,VIC,,Unkn-38,5.4_B,2724.42079062501,,Unknown,Unassigned,False
,G03,VIC,,Unkn-07,9.6_D,2327.06145037771,,Unknown,Unassigned,False
,G04,VIC,,Unkn-07,9.6_D,2484.21166213235,,Unknown,Unassigned,False
,G05,VIC,,Unkn-15,9.4_C,2100.8094429972,,Unknown,Unassigned,False
,G06,VIC,,Unkn-15,9.4_C,2119.655504814,,Unknown,Unassigned,False
,G07,VIC,,Unkn-23,5.5_B,2085.49960349132,,Unknown,Unassigned,False
,G08,VIC,,Unkn-23,5.5_B,2126.52675076794,,Unknown,Unassigned,False
,G09,VIC,,Unkn-31,6.4_A,2535.24102437,,Unknown,Unassigned,False
,G10,VIC,,Unkn-31,6.4_A,2466.11250707368,,Unknown,Unassigned,False
,G11,VIC,,Unkn-39,2.2_B,2309.46253716604,,Unknown,Unassigned,False
,G12,VIC,,Unkn-39,2.2_B,2193.01251326198,,Unknown,Unassigned,False
,H01,VIC,,NTC-01,NEG,0.235749282145935,,NTC,Unassigned,False
,H02,VIC,,NTC-01,NEG,5.74028304799513,,NTC,Unassigned,False
,H03,VIC,,Unkn-08,2.2_D,1859.53879487529,,Unknown,Unassigned,False
,H04,VIC,,Unkn-08,2.2_D,1986.51144503538,,Unknown,Unassigned,False
,H05,VIC,,Unkn-16,12.5_B,2158.89701509667,,Unknown,Unassigned,False
,H06,VIC,,Unkn-16,12.5_B,1977.92018914498,,Unknown,Unassigned,False
,H07,VIC,,Unkn-24,9.5_A,2009.45497923105,,Unknown,Unassigned,False
,H08,VIC,,Unkn-24,9.5_A,1978.62094497881,,Unknown,Unassigned,False
,H09,VIC,,Unkn-32,17.2_A,2134.25343909983,,Unknown,Unassigned,False
,H10,VIC,,Unkn-32,17.2_A,2163.20398151706,,Unknown,Unassigned,False
,H11,VIC,,Unkn-40,17.2_C,2249.56251404062,,Unknown,Unassigned,False
,H12,VIC,,Unkn-40,17.2_C,2221.82373328711,,Unknown,Unassigned,False
