,Well,Sample,Call,Type,RFU1,RFU2
,D11,9.5_B,Heterozygote,Auto,5155.18286096645,3349.57656941141
,D12,9.5_B,Heterozygote,Auto,5362.41462515432,3470.55734144845
,E01,STD5,Heterozygote,Auto,4770.31310754189,3765.03943256619
,E02,STD5,Heterozygote,Auto,4703.46142853685,3831.87177895872
,E03,12.2_A,Heterozygote,Auto,5461.0672917934,3582.44815214466
,E04,12.2_A,Heterozygote,Auto,5585.49161379444,3774.8325393965
,E05,9.2_C,Heterozygote,Auto,5773.66636526499,3826.18535195471
,E06,9.2_C,Heterozygote,Auto,5796.90327498313,3582.41232298502
,E07,13.3_B,Heterozygote,Auto,5673.32252492584,3736.88793043929
,E08,13.3_B,Heterozygote,Auto,5456.53762626717,3422.72477916907
,E09,2.3_C,Heterozygote,Auto,5556.54124218908,3677.71064369959
,E10,2.3_C,Heterozygote,Auto,5713.56032018875,3620.99949478056
,E11,10.4_D,Heterozygote,Auto,5683.56094938425,4230.89371943991
,E12,10.4_D,Heterozygote,Auto,5408.82456377478,3800.98830809597
,F01,STD6,Heterozygote,Auto,3719.48037273795,2966.79560201591
,F02,STD6,Heterozygote,Auto,3397.69448314627,2308.17179227019
,F03,15.5_A,Heterozygote,Auto,5481.43548696493,3785.04954355998
,F04,15.5_A,Heterozygote,Auto,5785.30152574705,3990.28819731562
,F05,14.5_D,Heterozygote,Auto,5521.8776495285,3602.62302680358
,F06,14.5_D,Heterozygote,Auto,5476.51684593768,3681.85754007407
,F07,15.2_A,Heterozygote,Auto,5402.18163605049,3490.68384708627
,F08,15.2_A,Heterozygote,Auto,5573.4721030187,3616.78210699419
,F09,17.3_D,Heterozygote,Auto,5663.03719779606,4201.6862914225
,F10,17.3_D,Heterozygote,Auto,5181.09794993926,3794.92849528315
,F11,5.2_C,Heterozygote,Auto,5498.31170980774,3653.59758988807
,F12,5.2_C,Heterozygote,Auto,5427.21961732016,3581.63843844071
,G03,3.1_C,Heterozygote,Auto,4983.29646086964,3334.59552428882
,G04,3.1_C,Heterozygote,Auto,5489.0293024998,3606.60739592215
,G05,17.3_A,Heterozygote,Auto,5094.23238832437,3910.15267223985
,G06,17.3_A,Heterozygote,Auto,5204.68361309838,4008.08783594831
,G07,10.6_B,Heterozygote,Auto,5166.45872065206,3741.53561225831
,G08,10.6_B,Heterozygote,Auto,5495.55462949312,3974.60763617301
,G09,2.4_B,Heterozygote,Auto,5153.4706531251,3414.23407755109
,G10,2.4_B,Heterozygote,Auto,5354.16998793716,3501.96871149819
,G11,12.4_A,Heterozygote,Auto,5456.95973729824,3604.68613506008
,G12,12.4_A,Heterozygote,Auto,4873.21234362389,3232.03492815776
,H01,NEG,No Call,Auto,-8.314400827795,1728.47128068561
,H02,NEG,No Call,Auto,-12.4696052344593,1332.83474523084
,H03,7.1_D,Heterozygote,Auto,4539.63936479245,3067.054228755
,H04,7.1_D,Heterozygote,Auto,5006.93990949358,3388.26164361857
,H05,13.4_D,Heterozygote,Auto,5085.61713945245,3211.59465870968
,H06,13.4_D,Heterozygote,Auto,4671.28974690325,3032.68521350454
,H07,17.2_B,Heterozygote,Auto,5226.40821635065,3376.54671819045
,H08,17.2_B,Heterozygote,Auto,5180.57641501451,3292.67788353305
,H09,3.2_B,Heterozygote,Auto,4718.70866221058,3042.78789071297
,H10,3.2_B,Heterozygote,Auto,5122.83919593355,3250.019547578
,H11,7.4_D,Heterozygote,Auto,5353.89085682363,3498.50211773578
,H12,7.4_D,Heterozygote,Auto,4885.13919080895,3245.04050032754
