,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,D08,SYBR,,Unkn-20,6.2_A,4013.84850783341,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-28,5.5_D,3824.50211957692,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-28,5.5_D,3849.92065489381,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-36,11.2_A,3662.62279232313,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-36,11.2_A,3643.75843592453,,Unknown,Unassigned,False
,E03,SYBR,,Unkn-05,17.4_D,3707.62121556182,,Unknown,Unassigned,False
,E04,SYBR,,Unkn-05,17.4_D,3783.35072207128,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-13,14.5_A,3560.13846740053,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-13,14.5_A,4012.09103759503,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-21,15.1_D,3861.7662713038,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-21,15.1_D,3527.52151166073,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-29,5.1_D,3887.42365989349,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-29,5.1_D,3921.02353417876,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-37,17.3_B,3677.78669731629,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-37,17.3_B,3976.73690064618,,Unknown,Unassigned,False
,F03,SYBR,,Unkn-06,7.4_A,3784.52891384376,,Unknown,Unassigned,False
,F04,SYBR,,Unkn-06,7.4_A,3961.69252903337,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-22,7.3_B,3665.31541964093,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-22,7.3_B,3577.56702493686,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-30,5.3_C,3855.8412659723,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-30,5.3_C,3723.42756735654,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-38,17.5_A,3740.81075796165,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-38,17.5_A,3794.58198373421,,Unknown,Unassigned,False
,G03,SYBR,,Unkn-07,3.1_D,3634.80287641266,,Unknown,Unassigned,False
,G04,SYBR,,Unkn-07,3.1_D,3738.40077545155,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-15,13.4_A,3661.33470166688,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-15,13.4_A,3698.29143617544,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-23,12.2_B,3678.98026994782,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-23,12.2_B,3865.12852316077,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-31,13.1_C,3594.58678212786,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-31,13.1_C,3824.80076786197,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-39,8.2_C,3731.11621462361,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-39,8.2_C,3471.08874097714,,Unknown,Unassigned,False
,H01,SYBR,,NTC-01,NEG,1360.25557896066,,NTC,Unassigned,False
,H02,SYBR,,NTC-01,NEG,1716.38822008744,,NTC,Unassigned,False
,H03,SYBR,,Unkn-08,17.3_C,3447.97121291132,,Unknown,Unassigned,False
,H04,SYBR,,Unkn-08,17.3_C,3445.03570742667,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-16,15.2_D,3633.40940522336,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-16,15.2_D,3454.51681211186,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-24,6.2_C,3656.36670533363,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-24,6.2_C,3563.4881349625,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-32,5.2_B,3328.27037242027,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-32,5.2_B,3650.68643809119,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-40,15.2_B,3705.91628800036,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-40,15.2_B,3464.16008266915,,Unknown,Unassigned,False
