,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,G06,SYBR,,Unkn-15,13.4_A,,17.8264938037224,17.921747248656,0.134708713687824,206692987318.245,11.3153257421297,193880771598.325,18119209235.1599,60,
,G07,SYBR,,Unkn-23,12.2_B,,17.6824172449876,17.6868873233368,0.00632164542626186,228453998750.67,11.3587987641433,227746691664.786,1000283273.61938,60,
,G08,SYBR,,Unkn-23,12.2_B,,17.691357401686,17.6868873233368,0.00632164542626186,227039384578.902,11.3561012009008,227746691664.786,1000283273.61938,60,
,G09,SYBR,,Unkn-31,13.1_C,,17.6717776457559,17.5679938421936,0.146772462552343,230149009232.085,11.3620091096407,248000415007.276,25245700154.7008,60,
,G10,SYBR,,Unkn-31,13.1_C,,17.4642100386314,17.5679938421936,0.146772462552343,265851820782.467,11.4246396390834,248000415007.276,25245700154.7008,60,
,G11,SYBR,,Unkn-39,8.2_C,,17.7013982265492,17.7092023991293,0.0110367667057642,225461050878.981,11.3530715269264,224245178714.169,1719502905.58876,60,
,G12,SYBR,,Unkn-39,8.2_C,,17.7170065717093,17.7092023991293,0.0110367667057642,223029306549.357,11.3483619340635,224245178714.169,1719502905.58876,60,
,H01,SYBR,,NTC-01,NEG,,28.9232755920805,28.5429429655881,0.537871558598458,NaN,NaN,NaN,NaN,60,
,H02,SYBR,,NTC-01,NEG,,28.1626103390958,28.5429429655881,0.537871558598458,NaN,NaN,NaN,NaN,60,
,H03,SYBR,,Unkn-08,17.3_C,,18.0456986465266,18.0499157253331,0.00596385004179071,177494068671.023,11.2491838447912,176975548168.32,733298727.29203,60,
,H04,SYBR,,Unkn-08,17.3_C,,18.0541328041396,18.0499157253331,0.00596385004179071,176457027665.616,11.2466389594691,176975548168.32,733298727.29203,60,
,H05,SYBR,,Unkn-16,15.2_D,,17.6147147938401,17.5255734742165,0.126064863179513,239456704662.722,11.3792270015676,255244553532.128,22327389991.8098,60,
,H06,SYBR,,Unkn-16,15.2_D,,17.4364321545929,17.5255734742165,0.126064863179513,271032402401.533,11.4330212146492,255244553532.128,22327389991.8098,60,
,H07,SYBR,,Unkn-24,6.2_C,,18.1932926697437,18.324418955658,0.185440571923573,160195192495.915,11.2046494786407,146853327063.411,18868247042.0051,60,
,H08,SYBR,,Unkn-24,6.2_C,,18.4555452415722,18.324418955658,0.185440571923573,133511461630.906,11.1255185504151,146853327063.411,18868247042.0051,60,
,H09,SYBR,,Unkn-32,5.2_B,,17.9103549479838,17.7730467254171,0.194183150579231,194994271208.808,11.290021852291,215489364514.005,28984438914.3119,60,
,H10,SYBR,,Unkn-32,5.2_B,,17.6357385028504,17.7730467254171,0.194183150579231,235984457819.202,11.3728834008276,215489364514.005,28984438914.3119,60,
,H11,SYBR,,Unkn-40,15.2_B,,17.5965780691001,17.5691839433387,0.0387411441812022,242493161954.122,11.3846994964745,247197419999.663,6652825528.90666,60,
,H12,SYBR,,Unkn-40,15.2_B,,17.5417898175772,17.5691839433387,0.0387411441812022,251901678045.204,11.4012310605642,247197419999.663,6652825528.90666,60,
